age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,uses_focus_apps,has_digital_wellbeing_enabled,days_feeling_burnout_per_month,weekly_offline_hours,job_satisfaction_score
56,Female,Finance,3.941182092,TikTok,67,9.11240787,485.1,479.47,500.0,9.671897008,1.319017963,True,False,2100.0,7.000159688,509.11
37,Male,Finance,0.501641862,Facebook,58,7.69787759,709.01,525.19,100.0,5.861316613,1.1021931292763854,True,False,1100.0,9.911970444,701.21
47,Female,Student,6.013413093,TikTok,57,7.429602713,758.0,601.11,700.0,4.700735304,0.630972374,False,False,3100.0,5.890257215,666.96
18,Male,Student,3.39141781117192,Facebook,73,5.80714969,232.55,240.17,200.0,4.762072222,1.735715036,False,False,1900.0,8.990257391,214.32
39,Female,Student,2.230478865,Facebook,59,6.074145289,752.81,762.69,300.0,4.662609588,0.753948305,False,True,500.0,18.05848849,714.05
50,Female,Education,2.70300434,TikTok,69,6.937246906,604.22,503.91,500.0,7.898544455,1.099611289,True,True,1604.3579766536966,11.516469934053918,446.81
20,Female,Health,2.092633563,Twitter,72,6.749362176,624.14,558.31,900.0,6.394917437,0.537278825,False,False,600.0,10.53539179,385.2
31,Male,Unemployed,3.39141781117192,Twitter,60,2.734172896,416.65,390.35,300.0,5.251928452,1.704929178,False,False,300.0,18.86797216,251.54
37,Female,Student,3.787130102,Facebook,66,6.927388319,279.12,166.74,800.0,4.151314718,1.530749145,False,False,1000.0,11.516469934053918,296.94
28,Male,Finance,1.179964051,Telegram,59,5.968760215,510.76,434.58,300.0,4.717348042,1.923877742,True,False,2700.0,1.77822735,604.43
24,Female,Health,3.563182371,Twitter,71,6.190540707,275.17,239.25,100.0,4.822756418,2.726475637,True,False,2400.0,3.903467587,309.11
29,Male,Education,3.39141781117192,Facebook,58,6.46223113,207.01,217.39,400.0,8.075381344,1.758359982,False,True,1500.0,25.69963499,331.07
64,Male,Education,5.088345915,Telegram,64,7.026123324,887.9,805.79,300.0,4.802441033,1.625332524,False,False,600.0,9.626864884,862.19
27,Other,IT,1.63271638,Instagram,57,7.907077846,899.89,814.64,600.0,5.742786886,0.794181429,True,False,400.0,7.308928087,672.06
61,Male,Education,3.362891949,Facebook,65,7.141771718,848.9,711.43,600.0,6.018049572,1.399170769,False,True,1604.3579766536966,15.40037779,808.28
65,Male,Finance,0.811483828,TikTok,87,9.360976677,683.54,716.84,500.0,9.484116279,1.1021931292763854,False,False,1200.0,28.00680608,834.95
47,Female,IT,5.733190855,Facebook,48,6.209254595,438.61,380.99,200.0,6.408194633,0.064718798,False,True,1500.0,13.27004684,483.66
50,Male,Education,2.039330363,TikTok,46,6.21580212,734.24,684.59,300.0,7.306869352,1.687475016,False,False,1200.0,17.37917867,816.68
32,Male,Student,3.39141781117192,Telegram,71,6.215082525,733.23,692.04,500.0,7.333423626,1.1021931292763854,True,False,2300.0,15.27209261,518.93
31,Female,Education,3.191825468,TikTok,49,5.544602413,712.92,670.44,300.0,5.918042051,0.04600528,False,True,200.0,21.76002008,524.12
19,Male,IT,1.612334171,Facebook,67,10.45343066,455.94,424.68,500.0,8.480409239,2.256005685,False,False,2700.0,13.03072546,475.62
39,Male,Health,4.60990629,Telegram,65,4.781620076,533.26,449.68,200.0,7.258571857,1.543393721,False,False,1900.0,16.13989283,564.13
39,Female,Unemployed,4.350573036,Telegram,61,5.682008157,369.62,362.02,400.0,7.997948349,1.488369995,False,False,2200.0,13.25539833,377.84
64,Male,Health,7.627519667,Facebook,70,7.772318579,864.22,718.92,100.0,6.749047143,0.541811667,False,False,1500.0,22.15103129,613.46
21,Male,Health,3.814779487,Instagram,47,7.69180164,727.95,599.76,600.0,6.061839898,0.08803909,False,False,1300.0,8.911905528,655.53
32,Male,IT,0.906783289,TikTok,46,6.871182057,698.84,664.58,1000.0,6.15974698,0.991409776,False,True,3000.0,11.516469934053918,684.95
52,Male,Finance,5.636555019,TikTok,62,6.689659363,309.54,179.13,400.0,6.131494482,0.636435543,False,True,2500.0,13.15673077,123.29
60,Female,Education,2.594488411,TikTok,46,1.964503009,323.65,261.26,400.0,5.213285919,1.549685147,True,False,2900.0,9.336651865,159.93
43,Female,Health,3.964434341,Instagram,52,6.338350911,649.73,498.64,700.0,7.795858615,1.895109282,True,False,500.0,1.671551165,419.9
34,Male,Finance,2.659917572,Instagram,66,11.19384649,671.2,622.12,600.0,6.526377991,1.068129922,False,False,1300.0,7.678867735,718.94
28,Female,Health,2.562301226,Instagram,62,2.827866196,752.07,641.87,1000.0,7.394529897,0.529100078,True,True,500.0,6.90457925,701.01
29,Male,IT,5.963428347,Facebook,70,6.737575963,232.88,215.06,300.0,4.690013663,1.938976281,False,False,1700.0,11.09816748,128.6
24,Female,Student,3.263362261,Telegram,65,6.320629656,554.17,495.89,300.0,7.08440354,1.482202371,False,True,3000.0,24.137763,494.39
49,Male,Unemployed,7.558028346,Instagram,53,7.04685093,420.66,394.49,700.0,6.182008736,1.1021931292763854,False,True,1600.0,7.723974303,526.08
44,Male,Student,8.479486872,Instagram,59,8.501054531,875.97,810.32,600.0,4.604453054,1.586940571,False,False,200.0,3.097961561,780.98
56,Male,Education,4.336092636,Telegram,62,3.68474134,364.62,292.59,100.0,5.411637802,2.58837291,True,True,2800.0,10.19256855,353.76
18,Female,IT,0.518677732,Telegram,50,7.142065445,715.19,554.17,1000.0,5.953689164,1.508743547,False,False,1000.0,11.516469934053918,491.64
44,Female,Student,1.614658987,Telegram,57,7.703575694,302.65,261.7,700.0,6.396992953,1.24729299,False,False,400.0,6.468644859,207.91
27,Other,IT,4.338597671,TikTok,52,4.398452361,520.38,524.09,100.0,6.419411924,1.1021931292763854,True,False,1000.0,14.01613687,677.21
51,Female,Education,2.281163493,Instagram,53,7.706462899,661.51,634.67,300.0,6.545401129,0.624910665,True,False,1900.0,17.00258302,597.27
34,Female,Education,5.665484224,TikTok,53,5.16036336,273.57,247.24,700.0,8.159970591,0.804699817,True,False,1500.0,10.17289838,348.77
24,Female,Unemployed,3.817177417,Telegram,60,9.267782704,641.03,556.48,100.0,5.759516213,1.317599311,False,False,2800.0,13.99993411,482.16
21,Female,Unemployed,3.291331109,Instagram,67,10.47743131,895.42,905.42,300.0,4.390309501,2.109879455,False,False,700.0,0.821091358,1000.0
65,Male,IT,1.954238314,Facebook,53,6.106682097,525.39,573.62,100.0,6.325370069,1.298657909,False,False,2000.0,40.96476892,438.88
61,Male,Education,3.659244461,TikTok,67,3.803868007,820.15,703.71,400.0,7.249239424,0.74059161,True,False,1000.0,0.197368355,739.22
28,Female,Health,1.194814846,TikTok,64,6.29831659,415.75,359.84,400.0,6.492293637,0.886084267,True,False,1700.0,18.3058512,340.67
46,Male,Health,0.303201924,Facebook,59,3.319344805,650.71,627.27,800.0,6.390627301,2.523844769,False,False,2200.0,14.28004011,559.12
27,Female,Unemployed,0.094735333,Facebook,51,6.89161172,838.39,759.67,300.0,3.386214116,0.976361984,False,False,900.0,26.16226739,775.54
62,Male,IT,3.329337948,Instagram,77,6.732386186,217.13,287.99,400.0,7.9372659,1.1021931292763854,True,False,2000.0,10.92060596,397.18
25,Female,Finance,2.543231363,Instagram,61,5.727729704,755.74,628.37,700.0,8.901941102,1.1021931292763854,False,False,1200.0,11.516469934053918,538.28
26,Male,Health,2.649968456,TikTok,39,5.672802618,879.78,738.92,1000.0,7.619951287,0.679712704,False,False,400.0,17.06328683,606.26
19,Female,IT,4.328752164,TikTok,62,6.063824781,215.5,221.57,100.0,8.160150208,1.787078179,True,True,2000.0,14.30739623,189.81
47,Male,Education,5.561263322,Telegram,56,6.535411473,279.18,224.34,300.0,6.503407226,0.553836617,False,True,400.0,8.078183084,216.25
53,Female,Finance,1.244339083,Instagram,55,5.629082917,330.72,398.91,900.0,6.201468495,1.206756203,False,False,2400.0,14.26854433,280.53
33,Female,Unemployed,5.13525097,Telegram,60,7.487191335,768.59,742.69,1000.0,3.977751847,1.897157153,False,False,400.0,11.516469934053918,662.47
26,Female,Student,4.002001337,TikTok,67,2.597317031,512.36,516.01,700.0,8.753901255,1.614019149,False,False,2200.0,11.516469934053918,394.25
38,Male,Finance,3.495022455,Telegram,65,6.821759954,218.41,126.98,500.0,4.748277655,1.122345541,False,False,3100.0,18.96081291,95.04
44,Female,Health,4.524615519,Twitter,57,5.844679157,770.19,727.81,600.0,7.006898022,1.722259929,False,False,100.0,11.516469934053918,811.14
35,Female,Student,0.717914752,Twitter,70,10.27166547,705.33,701.95,600.0,5.362218424,1.1021931292763854,False,False,1600.0,26.06722469,689.82
38,Female,Finance,2.452887671,Telegram,46,8.84008251,284.84,253.57,700.0,4.874503576,0.187550296,True,False,800.0,9.394050686,199.35
62,Male,Finance,4.895795909,Twitter,60,6.771431039,404.22,406.83,500.0,4.980011724,2.180815033,False,False,3100.0,24.91348085,312.05
40,Male,IT,1.816117572,Telegram,55,5.905021995,677.36,660.34,400.0,5.960277883,1.1021931292763854,False,False,1500.0,16.2648945,785.56
30,Male,Student,4.914853286,Facebook,68,7.851342443,322.18,301.87,100.0,6.719073953,1.1021931292763854,False,False,2800.0,13.98768737,446.29
44,Male,Health,0.143376588,Telegram,57,10.08893564,391.73,399.52,800.0,6.534924579,1.1021931292763854,False,False,1100.0,7.623788662,340.29
42,Female,IT,3.666175393,Telegram,64,7.726627945,289.8,288.81,200.0,6.193531536,1.471917431,False,False,500.0,19.11511967,261.48
55,Female,Finance,2.754210487,Facebook,60,7.205698634,831.16,797.49,1000.0,7.483765747,1.064829104,False,False,1900.0,24.70031804,831.27
35,Female,Health,5.109564498,Facebook,57,3.985849176,570.26,540.83,900.0,5.247135654,1.09340295,False,True,1900.0,9.638821282,347.39
24,Other,Education,6.759781035,Instagram,64,3.816185506,372.83,307.77,300.0,5.613893021,0.752940498,False,False,1200.0,4.300115964,160.0
65,Male,IT,1.355044091,Telegram,55,4.94510631,380.04,353.9,400.0,8.638970465,1.141842424,True,False,100.0,6.770975896,299.67
42,Female,Health,3.27256106,Telegram,65,4.655617223,672.61,508.5,800.0,5.454108748,2.134442943,True,True,600.0,11.8723559,332.95
42,Male,Student,4.176958819,Twitter,62,9.107956428,817.48,798.31,700.0,8.422555667,1.780678192,False,False,400.0,6.134842636,891.07
22,Male,Education,4.043141221,Twitter,62,5.106186497,884.2,810.94,900.0,7.142201027,0.714545966,False,False,2000.0,11.516469934053918,671.41
41,Female,Health,7.276539296,TikTok,52,6.00859852,346.36,425.91,300.0,6.259469171,2.263017586,False,False,1700.0,17.22227504,372.84
44,Male,Health,3.798533196,Facebook,65,6.880505793,601.6,552.55,400.0,7.817530352,1.1021931292763854,False,False,1100.0,11.516469934053918,483.92
24,Female,IT,0.496846987,Telegram,56,7.452722952,418.95,386.6,500.0,7.035928112,0.717677673,True,False,400.0,19.47680756,396.82
58,Male,Unemployed,2.430313968,TikTok,63,6.527170004,489.24,488.06,100.0,8.497528052,2.774166826,False,False,600.0,16.74673838,431.04
30,Male,IT,6.714765342,Instagram,62,9.630943805,829.01,759.94,1000.0,6.679038588,0.374429605,True,False,1604.3579766536966,8.212541084,726.17
59,Other,IT,2.352642888,Telegram,60,4.401091244,221.24,263.87,400.0,4.859566127,2.378565669,False,False,100.0,12.97241814,266.88
60,Male,Finance,1.778093318,TikTok,48,7.97292307,728.47,676.72,100.0,4.717441805,0.6411166,False,False,3000.0,4.858833283,510.86
41,Female,Unemployed,3.835563821,Facebook,67,7.959147802,698.1,565.37,900.0,4.404737,1.260263481,False,False,2800.0,12.48145375,619.09
31,Female,Education,3.769436442,Telegram,55,7.132151817,589.72,541.79,900.0,6.101217499,0.957098023,True,True,2800.0,32.3753561,557.17
33,Female,Unemployed,2.06466444,Facebook,43,6.572074898,537.16,526.4,600.0,5.627110882,1.809798326,False,False,500.0,3.07331925,509.53
34,Male,Education,2.535460573,Twitter,55,6.805083236,538.59,458.72,500.0,3.791714818,0.007696367,False,False,1400.0,34.47313575,360.77
62,Female,Unemployed,5.046602666,Telegram,62,4.569364872,375.55,370.27,900.0,8.841570419,1.855778023,False,False,800.0,21.77370725,307.14
43,Other,IT,2.090694091,TikTok,54,7.959871048,684.07,563.22,100.0,5.367331444,0.99624789,False,True,1900.0,8.418910622,500.16
59,Female,Education,3.776774863,TikTok,55,6.0738786,663.73,559.28,1000.0,4.60270576,0.81051654,False,False,1200.0,11.516469934053918,580.7
36,Male,Student,3.918741705,Telegram,56,5.760237562,813.2,788.81,600.0,9.189314261,1.1021931292763854,True,False,500.0,17.03900944,742.3
31,Male,Unemployed,1.823472948,Telegram,66,7.768347903,875.65,810.64,600.0,5.631745896,1.1021931292763854,True,False,600.0,21.75336576,778.97
40,Female,Finance,1.799800108,TikTok,57,9.772675951,842.82,734.86,600.0,4.501615505,2.005531675,True,False,1604.3579766536966,9.470123136,636.01
63,Other,Finance,4.960743684,TikTok,62,6.83215473,825.3,703.08,500.0,6.560793376,1.819107488,False,False,1900.0,19.3455948,810.93
59,Male,Unemployed,0.952135138,Instagram,60,5.60368483,568.05,533.14,600.0,6.362195349,0.826376721,False,False,1100.0,13.30749099,663.37
48,Female,Finance,2.910664941,Telegram,50,6.667484643,341.18,294.13,300.0,10.0,0.277384148,True,False,2800.0,11.516469934053918,91.81
57,Female,Health,4.913098413,Twitter,71,4.758774997,871.69,837.75,800.0,8.763529942,2.931577117,False,True,1800.0,11.516469934053918,958.15
52,Male,IT,0.222139559,Facebook,56,1.253904326,767.73,728.16,200.0,5.276826625,2.458167397,False,True,700.0,2.286549064,843.74
59,Female,IT,3.092226562,TikTok,55,6.71118961,861.28,723.86,300.0,8.872370583,1.1021931292763854,False,False,1200.0,20.49536833,718.39
26,Male,Health,3.39141781117192,Instagram,54,4.553203272,698.79,644.24,500.0,5.852236872,1.233525859,False,True,1700.0,11.516469934053918,487.6
22,Female,IT,4.505944076,Twitter,55,5.474101937,835.68,778.82,100.0,6.067052881,1.1021931292763854,False,False,2500.0,13.30842095,791.61
53,Male,Health,2.280030719,Facebook,62,3.282793428,809.26,736.34,600.0,6.671139163,2.052058792,False,True,2000.0,16.78525992,815.92
45,Female,IT,5.520263473,TikTok,77,3.148503713,871.84,768.62,800.0,5.554231442,0.47772991,False,False,500.0,0.459007812,896.61
33,Male,Unemployed,1.641920029,Telegram,53,5.734083049,839.1,740.48,200.0,7.10631697,1.121611239,False,False,1400.0,15.6097973,640.11
27,Male,Unemployed,2.740924941,Twitter,58,8.714486274,654.99,555.65,600.0,6.243355267,0.119692946,False,False,1200.0,23.22854005,377.11
32,Female,IT,1.245126729,Facebook,60,11.03720549,810.36,763.2,900.0,9.096321265,1.1021931292763854,False,False,800.0,24.07717622,722.68
65,Female,IT,4.532854843,Instagram,65,5.423255512,495.71,483.6,300.0,7.179679991,1.605925156,True,False,1604.3579766536966,13.98057151,550.75
23,Male,Student,1.847351924,Telegram,61,5.50844402,486.66,424.79,400.0,10.0,0.820579969,False,True,1400.0,11.516469934053918,520.76
58,Other,Education,3.928926799,Twitter,62,8.237407456,699.51,672.95,700.0,6.020337801,1.289539868,True,False,2800.0,12.90913541,658.96
65,Female,IT,3.39141781117192,Instagram,63,7.76504649,333.05,424.36,800.0,5.162074454,0.773315309,False,False,1800.0,29.22451062,465.24
59,Female,Finance,2.819984087,Twitter,58,6.117626139,765.83,687.2,500.0,7.413645771,2.063708123,False,False,1000.0,11.516469934053918,648.42
31,Male,Unemployed,3.904765086,Facebook,59,3.19173432,327.54,309.56,100.0,8.044677611,2.13177753,True,True,1800.0,7.868843799,282.57
58,Male,Finance,4.425602678,Telegram,63,6.332150928,603.27,620.52,900.0,7.134347812,0.175293018,True,False,3100.0,14.23530293,549.41
21,Male,Finance,2.19608394,Telegram,47,7.43357606,606.35,608.89,1000.0,7.498858793,1.74044341,False,False,2300.0,11.516469934053918,607.64
44,Male,Education,4.413038055,Instagram,61,7.847134752,869.22,754.3,900.0,7.174980656,0.999613917,False,False,600.0,8.225149483,816.47
55,Female,Health,1.633820906,Telegram,51,3.9754006,714.43,598.91,1000.0,5.046618847,0.323818572,True,False,1000.0,6.818835132,729.12
35,Female,Student,2.064222716,TikTok,64,3.578544163,678.53,630.67,400.0,4.868286913,0.853203493,False,False,1200.0,10.52093732,616.62
28,Male,Health,0.037139294,TikTok,65,6.613803633,363.7,375.12,200.0,8.280772592,1.136779429,True,False,1400.0,1.225520657,455.57
27,Male,Unemployed,1.564258244,Telegram,62,7.205150395,444.27,398.88,600.0,6.795627001,1.282011854,False,False,3000.0,13.82638261,556.18
42,Male,IT,3.661828161,Twitter,69,3.944228846,502.28,359.4,300.0,7.18100741,1.072470896,False,False,1604.3579766536966,3.938067688,458.38
21,Male,IT,3.547868807,Instagram,43,5.082353134,714.3,690.97,600.0,7.272735735,1.052738368,False,False,500.0,7.013050076,790.14
28,Male,Student,1.544301945,TikTok,54,5.339005687,696.69,565.13,100.0,6.855848806,1.470583405,False,True,2400.0,8.67959493,741.9
21,Male,Health,4.332441902,Telegram,69,8.777136548,370.45,431.38,700.0,7.429192961,0.764279396,False,False,2400.0,11.516469934053918,444.99
24,Male,Education,5.449358693,TikTok,58,5.735647757,282.59,246.8,600.0,8.140626211,0.948895985,False,False,2200.0,11.516469934053918,259.31
33,Male,Health,2.455056636,Facebook,57,6.800787489,888.59,761.14,300.0,7.581270994,2.253371998,True,False,2100.0,11.516469934053918,762.69
53,Male,Student,3.788528258,TikTok,58,7.708974014,851.01,766.68,100.0,4.933543256,1.078564728,False,True,900.0,19.88504597,673.33
26,Male,IT,0.777127209,Telegram,66,4.016603555,358.66,362.02,900.0,7.304391576,1.294900453,True,False,2900.0,11.69624814,374.33
54,Male,Finance,5.70844108,Facebook,68,9.696813871,313.86,293.13,500.0,6.128954276,1.893878056,False,True,1400.0,9.150496449,42.12
31,Male,Unemployed,4.810442061,Facebook,68,4.602497757,688.96,537.41,900.0,5.193366178,2.431363153,True,False,300.0,6.309772613,601.49
26,Female,Health,1.183456725,Facebook,57,0.489607262,233.49,188.1,1000.0,5.697921063,1.1021931292763854,False,False,500.0,12.7612572,57.88
38,Female,Unemployed,4.719904032,Facebook,52,5.392201855,318.49,263.83,100.0,5.276700038,0.995829581,False,True,1604.3579766536966,16.03900602,277.39
18,Male,Unemployed,2.262524255,Instagram,61,5.511375944,532.42,477.79,100.0,8.934716921,0.828705219,False,True,2900.0,11.12045947,485.78
49,Female,Finance,2.59469135,Facebook,62,6.328360385,760.57,693.56,300.0,4.828257211,0.816402733,False,True,1500.0,19.71787357,519.04
65,Female,Finance,1.966428487,Instagram,52,6.180608214,420.73,338.46,900.0,7.185063198,1.310671728,False,True,700.0,6.336276502,197.1
38,Male,Education,1.056766655,Facebook,50,7.814894916,399.21,385.88,300.0,6.483414194,1.1021931292763854,False,False,200.0,13.71468244,416.1
47,Female,Student,3.627548097,TikTok,66,6.653857793,229.74,171.15,300.0,6.676810629,0.924427846,False,False,2000.0,11.516469934053918,174.49
21,Female,IT,5.320087223,Twitter,53,4.752810001,258.83,230.94,700.0,5.341979567,1.1021931292763854,False,False,1900.0,0.820589547,369.31
38,Male,Student,1.634724627,Facebook,68,3.94424535,731.25,619.29,800.0,9.104012008,1.777610134,False,False,2600.0,15.28268934,690.57
32,Male,Student,4.149256695,Telegram,41,8.846446318,203.42,226.84,1000.0,7.770824369,0.978580986,False,True,500.0,14.03803181,317.81
27,Female,Education,1.618268739,Facebook,59,4.33387172,887.21,806.89,800.0,7.018320513,2.092299427,False,True,200.0,11.516469934053918,786.11
49,Female,Finance,3.79434828,TikTok,52,7.293237852,657.22,570.5,700.0,9.273482377,0.628871785,False,False,2700.0,13.15434944,619.31
60,Other,Finance,2.253805481,TikTok,58,5.965658273,734.05,612.07,900.0,7.807814238,1.458721891,True,False,600.0,9.314233469,705.45
43,Male,Health,5.729844803,Twitter,65,8.536937639,840.69,702.02,500.0,6.273615441,0.033609687,True,False,200.0,11.516469934053918,731.15
64,Female,Unemployed,7.372743181,Twitter,77,6.906445935,852.21,743.15,1000.0,4.932673502,2.092826648,False,False,1100.0,0.402094205,723.24
33,Male,IT,1.486738523,Instagram,74,9.799587314,445.99,412.05,1000.0,8.451102103,1.1021931292763854,False,True,1900.0,4.13911337,536.87
31,Male,Education,2.184699425,TikTok,65,7.197543239,786.04,701.6,1000.0,5.714876403,0.869092256,False,False,400.0,11.0859667,623.31
41,Female,Student,3.286358177,Facebook,63,6.595626134,223.18,239.16,1000.0,6.134100023,0.701562368,True,False,2100.0,9.569112469,241.45
65,Female,Education,2.952957493,Facebook,72,6.309742534,571.18,559.9,600.0,5.311831368,0.586832355,False,False,400.0,11.516469934053918,604.26
45,Male,IT,1.300513396,Instagram,64,5.005316312,742.96,729.1,400.0,7.167805226,0.876261725,False,True,1604.3579766536966,13.91844859,675.13
21,Female,Student,1.333902806,Twitter,52,7.587422016,635.29,581.4,600.0,7.715231373,0.737738259,True,False,2600.0,14.03144904,592.51
64,Male,IT,0.554295085,Facebook,47,4.603008462,321.54,360.85,600.0,6.429316226,1.698403033,False,False,1604.3579766536966,10.38077973,505.75
41,Female,Finance,3.179257529,Instagram,58,5.761566444,591.12,505.25,300.0,7.384337192,0.059604782,True,False,2600.0,9.03477063,342.68
41,Male,Education,2.705243045,TikTok,48,9.846038451,385.71,310.02,300.0,7.844980643,1.409947966,False,True,800.0,5.415741544,353.93
19,Male,IT,4.100927831,Instagram,62,6.956051385,257.59,270.05,200.0,6.214936389,1.771223464,False,True,200.0,10.10719196,43.99
27,Female,IT,8.515607582,Twitter,49,4.632615261,828.92,746.52,200.0,4.770124219,1.540573888,False,False,3100.0,11.516469934053918,792.57
50,Female,Unemployed,3.146778112,Telegram,65,7.395314951,231.61,247.36,200.0,4.275112255,1.1021931292763854,True,False,400.0,17.26000389,270.52
21,Male,Unemployed,5.276983611,Facebook,40,5.743644399,774.87,703.33,800.0,6.666139635,2.543845535,True,False,1900.0,11.43559174,781.18
49,Male,Health,1.436276691,Facebook,56,8.383587771,739.87,673.54,900.0,7.795894567,1.1021931292763854,False,False,1700.0,10.2625679,549.75
24,Female,Education,3.542082097,Facebook,62,7.563040627,825.28,747.77,100.0,7.924739712,0.597401307,False,False,2500.0,11.516469934053918,809.52
42,Male,Unemployed,4.090507517,Twitter,62,6.169639455,555.95,540.32,800.0,6.545487242,1.311814852,False,False,3100.0,14.38878462,532.43
50,Male,IT,2.049001851,Facebook,60,7.088303739,495.38,535.57,300.0,7.739247791,1.157313787,False,False,100.0,10.72301816,470.38
55,Female,Finance,8.904060375,Facebook,42,6.186028834,527.4,497.57,600.0,7.486463158,2.026600862,False,False,500.0,8.761167773,359.93
41,Male,Unemployed,2.542113186,Facebook,60,10.75723038,570.75,488.64,200.0,5.641991199,1.768593007,False,True,300.0,15.37073415,470.29
64,Female,Finance,2.320034086,Instagram,60,5.631102488,363.66,372.02,600.0,5.077238946,0.966685291,False,True,1604.3579766536966,0.124248115,390.12
21,Male,Unemployed,8.602895756,TikTok,43,9.70684427,416.13,347.04,800.0,6.87321489,0.612161899,False,False,1900.0,9.983355887,448.46
63,Female,IT,5.248163735,Telegram,58,6.919159738,258.14,239.77,200.0,7.2408499,1.20201907,False,True,2500.0,15.01195806,198.59
24,Female,Finance,7.416449668,Telegram,38,3.031519972,412.63,351.75,600.0,4.132213668,0.450031714,False,False,1604.3579766536966,13.76680459,319.57
61,Female,Student,5.24468936,Telegram,58,5.134545101,366.0,284.93,200.0,4.210970529,2.759778119,False,False,500.0,19.04850662,217.88
50,Female,Unemployed,3.887772891,Twitter,68,9.927477735,536.8,521.61,600.0,7.508560213,1.033915114,False,False,1300.0,11.516469934053918,599.33
58,Female,Finance,2.402078339,Telegram,62,6.820966984,420.35,364.4,500.0,5.312961024,0.204648481,False,True,200.0,9.294652247,298.12
57,Female,Student,0.849656254,TikTok,48,6.374127498,289.56,245.77,200.0,7.758542762,0.641899071,False,False,2400.0,11.516469934053918,166.35
22,Male,Health,6.308343072,Instagram,54,6.376742252,560.86,511.93,200.0,3.713352806,0.703198597,False,False,1604.3579766536966,25.10060439,429.84
50,Male,Unemployed,3.39141781117192,Instagram,62,9.930441581,497.6,500.49,200.0,6.257856668,1.1021931292763854,True,False,600.0,8.803407727,565.72
18,Male,Finance,6.56100214,Twitter,62,6.399766674,225.01,182.64,100.0,4.540082211,0.271851031,False,False,2700.0,17.67997464,43.58
31,Other,Unemployed,16.97566536,TikTok,62,5.079515927,444.86,319.56,500.0,5.926248524,0.740196367,False,False,700.0,14.98439231,237.7
28,Male,Student,0.220497045,Telegram,60,2.552970864,273.95,255.66,300.0,7.860904042,1.828713895,False,False,1500.0,22.65992747,196.43
54,Other,Health,3.347077302,Twitter,80,8.009456832,697.45,561.43,900.0,6.314604767,0.520466866,False,True,1100.0,10.43115633,658.62
27,Female,Health,0.296326903,TikTok,54,7.656610542,787.84,718.66,700.0,5.589106178,0.482398568,False,False,3000.0,20.8384287,781.51
40,Male,Education,3.521373695,Facebook,54,10.13991349,794.96,767.53,800.0,6.423024198,2.734943689,False,True,2000.0,11.26718751,902.63
61,Male,Unemployed,3.39141781117192,Telegram,64,4.327354276,530.97,463.88,100.0,3.191237048,0.584242072,False,True,2500.0,10.1815999,529.4
38,Female,IT,3.132472596,TikTok,69,9.088895966,424.42,306.29,1000.0,8.526315088,1.537961092,False,True,1700.0,15.20121008,123.79
46,Male,IT,3.322349819,Telegram,69,6.988265236,385.5,316.19,200.0,7.182018342,1.971986071,False,False,1300.0,23.12166067,249.93
35,Female,IT,1.517776801,Facebook,68,8.876555846,496.42,578.99,900.0,7.027744775,0.196793946,False,False,2500.0,24.21240682,389.38
65,Male,Health,0.939698714,Telegram,71,3.84490398,809.02,797.88,700.0,6.110009342,2.061373275,True,False,1600.0,8.346805574,840.14
51,Female,IT,4.884571763,Twitter,56,9.519848999,695.98,688.16,100.0,8.302760978,1.631182412,False,False,800.0,10.90770092,696.72
54,Male,IT,0.495850386,Telegram,51,4.894439457,381.35,400.17,900.0,6.629123262,0.563229206,False,False,800.0,9.359396573,426.26
48,Male,IT,0.792173768,Facebook,63,7.284900493,600.38,599.56,100.0,7.221667642,0.98868767,True,True,2900.0,7.554627798,695.25
23,Male,Student,1.429073543,Instagram,58,7.72149816,245.16,253.95,700.0,4.373376494,2.094991273,False,True,3000.0,15.29206317,103.45
59,Female,Student,3.460839912,TikTok,65,4.392561722,722.85,620.73,200.0,5.061331173,0.919136704,True,True,2200.0,11.516469934053918,569.49
55,Female,Health,1.265464232,Instagram,60,7.000383245,513.25,524.91,700.0,3.935956187,0.91569071,False,False,1700.0,10.45660365,617.6
29,Male,Education,1.986514448,Instagram,63,7.265263401,845.48,833.46,400.0,5.614159179,1.267865776,True,False,400.0,11.516469934053918,694.6
23,Female,Student,5.03874989,Facebook,52,7.420487922,301.95,280.33,200.0,7.594356854,1.963416781,False,False,1500.0,11.516469934053918,392.0
21,Male,Finance,6.06101642,Facebook,45,6.137183122,756.37,655.35,600.0,6.949689096,0.20821224,True,False,300.0,4.805881151,675.26
62,Female,IT,2.133022424,Twitter,67,6.148338077,682.06,525.04,1000.0,5.969861522,1.1021931292763854,False,False,2000.0,22.710941,518.02
64,Male,Student,4.887193536,Facebook,45,8.044163336,330.18,264.39,300.0,5.003516346,1.326676858,False,False,800.0,9.339626996,265.32
59,Male,IT,3.596804595,Twitter,71,10.57577882,537.62,494.59,1000.0,6.053919657,1.491631146,False,True,1604.3579766536966,2.835171865,444.86
21,Female,Education,2.935348575,Facebook,67,10.98567033,709.2,604.48,200.0,7.114350155,0.665959817,False,False,3100.0,3.024137632,642.41
